LA,ESTAB,URN,PERCTOT,PPERSABS10
301,3301,101234,5.6,18
301,3500,147328,4.5,10.5
301,3502,147329,4,9
301,3503,101237,4.3,11.2
301,3505,147330,4.5,9.6
301,3506,148289,4.1,8.2
301,3507,136431,5.2,14.1
301,4001,139791,4.3,9.2
301,4003,140962,4.5,11.1
301,4004,141178,6.8,18.8
301,4006,142908,7.8,25.4
301,4008,148932,6.2,11.6
301,4021,101241,7.5,22.4
301,4023,101243,10.8,36.7
301,4024,101244,8.6,29.7
301,4027,101245,8.3,25.6
301,4028,141683,5,11.9
301,4029,133561,7.1,22.9
301,4703,101247,3.6,7.7
301,4704,136028,8.7,26.6
301,7001,142134,10.7,37.7
301,7005,131102,12.5,43.4
301,7008,147189,38.2,93.4
302,2001,136938,3.5,3.7
302,2002,101258,6.3,16.3
302,2003,101259,7.4,25
302,2004,138272,4.9,11.2
302,2007,101262,4.9,11.5
302,2008,101263,5.1,11.1
302,2009,101264,4.8,10.6
302,2010,147706,5.5,15.8
302,2011,101266,4.3,9
302,2014,101269,5.6,12.7
302,2015,101270,5.4,12.2
302,2016,101271,3.8,7.1
302,2017,101272,4.6,11.9
302,2018,139489,6.1,19.2
302,2019,101274,6.7,18.3
302,2020,139562,3.8,4.9
302,2021,101275,7.1,21.3
302,2023,101277,5.7,14.3
302,2024,101278,6.9,23.5
302,2025,101279,4,4.4
302,2026,101280,5.1,13.1
302,2027,101281,4.7,13.1
302,2028,101282,6.4,20.7
302,2029,101283,4.3,7.6
302,2031,101285,5.7,10.6
302,2032,101286,4.8,9.8
302,2036,101289,4.4,9.3
302,2037,101290,4.8,8.8
302,2038,139633,5.2,12.8
302,2041,146662,3.7,4.4
302,2042,101293,4.1,5.8
302,2043,101294,4,5.1
302,2044,101295,4.6,9.6
302,2045,101296,3.9,6.9
302,2047,139817,4.3,9.8
302,2048,140601,5.6,15.4
302,2049,142114,5.4,16.9
302,2050,142772,4.6,8.6
302,2051,144653,6.3,18.3
302,2053,146803,4.2,5
302,2054,101298,4.3,7.3
302,2055,101299,5.3,16.8
302,2057,101301,7.2,21.4
302,2060,101304,5.8,16.3
302,2061,150274,3.7,5.7
302,2067,101309,4.9,11.8
302,2070,101311,4.5,7.5
302,2071,101312,7.6,27.3
302,2072,101313,6,17.6
302,2073,101314,7,18.5
302,2076,131617,4.3,9.5
302,2077,131970,5.8,15.4
302,2078,133364,3.8,3.6
302,2079,133365,4.4,3.6
302,3300,101315,6.5,16.7
302,3302,101316,4.2,6.8
302,3304,101317,5.3,9.9
302,3305,101318,4.3,5.8
302,3307,101319,5.2,13
302,3309,101321,3.4,5.4
302,3311,101323,4.7,8
302,3312,101324,4,8.1
302,3313,101325,6.1,18.6
302,3314,101326,4.1,4.8
302,3315,101327,4,4.4
302,3316,101328,3.9,3.9
302,3317,101329,4.1,9.3
302,3500,101330,7.2,26.6
302,3501,101331,4.6,9.2
302,3502,101332,4.6,11.3
302,3504,101333,3.1,1.6
302,3506,101334,4.3,10.2
302,3507,101335,4.5,11.9
302,3509,101337,6.4,20.3
302,3510,101338,4.3,10.1
302,3511,101339,4,8.1
302,3512,101340,3.8,6.1
302,3513,101341,3.8,6.2
302,3514,101342,4.2,11
302,3515,137303,3.9,5
302,3516,130998,4.8,11.7
302,3518,134677,7.3,26
302,3519,140236,5.3,13.1
302,3520,135086,3.3,3.3
302,3521,103119,7.1,20.8
302,3522,142636,6.1,16.5
302,3523,135226,4.4,10.2
302,3524,136402,2.5,0.6
302,4000,139410,8.3,21.7
302,4001,139594,7.6,19.8
302,4003,101345,9,25.8
302,4004,142627,8,31
302,4010,144502,8.8,25.8
302,4011,145921,6.9,19.7
302,4012,137361,7.9,27.5
302,4013,147061,5.8,16.1
302,4014,147238,10.3,39.7
302,4208,137131,7.4,20.8
302,4210,138685,8.4,29.2
302,4211,137388,6.4,15.8
302,4212,136658,8.7,24.9
302,4215,136418,6.2,14.8
302,4752,138051,5.3,16.3
302,5201,101356,5.4,14.1
302,5400,137645,9.4,30
302,5401,136290,3.3,2.3
302,5402,137386,6,16.2
302,5404,101361,6.3,21.8
302,5405,101362,6.1,15.3
302,5406,136308,6,15.7
302,5407,101364,8.7,25.9
302,5408,143082,6,16.1
302,5409,137539,8.2,25.8
302,5427,135747,7.2,19.5
302,5948,101376,3.1,3
302,5949,131359,3.9,3.1
302,5950,144784,29.8,73.1
302,6085,144752,12.3,31.7
302,6905,134798,6.8,21.1
302,6906,135507,5.5,14.5
302,7000,143865,10.9,31.5
302,7002,143758,14.9,47.6
302,7005,101395,12.4,34
302,7009,101396,9.8,35
302,7010,101397,11.7,33.8
303,2000,141047,4.2,8.3
303,2001,101402,5.3,14
303,2002,101403,3.9,6.9
303,2003,142586,3.5,1.6
303,2005,136599,4.7,11.4
303,2006,145208,5.6,13.1
303,2007,142295,6.2,17.9
303,2008,147240,4.9,11.6
303,2009,143432,4.4,7.8
303,2012,139494,5.5,16.3
303,2016,101413,4.3,8.6
303,2019,134185,6.7,18.8
303,2020,136932,5.2,15.5
303,2021,139115,6.9,19.9
303,2022,139212,4.8,14.3
303,2023,139213,4.8,13
303,2029,137417,6.4,21.7
303,2031,143867,4.9,11.8
303,2032,143866,5.1,12.7
303,2033,146870,5.1,12.9
303,2041,139561,8.5,34
303,2042,101426,5.3,15.2
303,2044,141114,6,16.4
303,2046,140710,4.5,8.1
303,2048,141866,5.6,13.4
303,2049,101429,5.1,12
303,2056,101434,3.9,6.9
303,2058,140443,5.2,11.4
303,2059,101437,5.6,17.4
303,2060,147332,7.9,26.3
303,2061,143085,3.9,6.6
303,2062,141889,6.7,22.6
303,2063,145071,5.2,12.7
303,2064,141976,5.4,12.1
303,2065,144540,4.6,12.2
303,2067,140532,6.8,20.5
303,2068,146892,3.8,9.2
303,2069,142723,6.5,21.6
303,2071,145011,8.1,24.3
303,2072,147356,4.7,15.6
303,2073,147358,7.1,19.8
303,2080,140243,4.2,8
303,2081,137380,7.6,20.6
303,2083,143868,5.1,10.4
303,3001,101451,4.5,9.1
303,3008,142228,4.2,8.6
303,3301,142229,5.4,12.6
303,3302,142294,4.6,11.8
303,3500,101455,3.5,3.6
303,3501,101456,4.6,11.6
303,3502,101457,3.1,4.6
303,3503,101458,3,4.8
303,3504,149373,4,9
303,3505,101460,2.8,2.7
303,3506,149048,5.1,13.2
303,3510,134780,5.3,11.2
303,4000,136369,3.3,4
303,4001,137769,3.7,6.1
303,4002,137138,9.3,27.1
303,4003,145140,7,19.2
303,4006,149898,12.7,39.5
303,4008,137965,10.4,31.1
303,4009,137423,4.1,7.1
303,4012,151382,7.4,21.4
303,4021,136720,12.7,40.8
303,4030,138686,9.9,33.8
303,4603,136538,10.1,32.8
303,5200,140320,4.5,8.9
303,5201,140321,4.4,6.2
303,5202,144889,5.3,14.4
303,5401,138650,7.3,21.4
303,5402,137681,4.4,11
303,5403,136334,2.9,3.3
303,5404,137368,8,23.7
303,6906,135677,6.6,18.7
303,6907,135951,9.9,27
303,7000,146885,8.8,28.2
303,7001,144041,8.4,26.1
303,7002,101487,12.1,34.4
303,7003,144406,9.6,37.1
303,7004,144405,19.9,52.7
303,7005,147071,9.9,28.3
303,7006,148582,21,55.2
304,2000,101495,5.3,15.8
304,2003,101496,7.1,27.6
304,2006,101497,5.3,13
304,2007,101498,7.6,37
304,2017,101499,6.7,27.2
304,2018,101500,4.7,11.6
304,2019,101501,5.7,20.2
304,2020,101502,5,13
304,2021,139830,4.2,5.8
304,2022,140833,5.5,14.8
304,2024,101503,5.2,11.8
304,2028,101504,4.7,14
304,2029,141672,4.6,10.5
304,2031,101506,4.6,15
304,2033,101507,5.3,11.4
304,2034,101508,4.3,8.1
304,2035,141751,6.6,19.2
304,2038,101509,4.8,11.8
304,2039,101510,3.9,7.1
304,2040,144794,4.1,7.1
304,2041,101511,5.8,16.8
304,2042,101512,5.3,14
304,2049,101515,4.8,10.5
304,2053,101518,5.2,14.4
304,2055,101519,6.3,22.4
304,2056,101520,5.9,19
304,2057,101521,6.9,24.8
304,2058,145718,4.1,8.6
304,2064,101522,6.4,21.1
304,2066,101524,7.7,24.8
304,2067,142703,5.3,12.5
304,2068,101526,6.7,22.7
304,2070,101527,5.9,14.6
304,2071,101528,6,13.5
304,2073,101530,5.1,14.3
304,2074,101531,5.6,13.7
304,2076,138608,5.2,13.4
304,3301,101533,4.9,15.1
304,3302,101534,5.9,19.1
304,3303,101535,3.2,3.1
304,3308,101537,6.2,19.8
304,3500,146116,3.9,8.1
304,3501,101539,4.2,6.5
304,3505,101542,5.4,12.2
304,3506,101543,4.1,6.5
304,3507,101544,4.6,9.3
304,3508,101545,3.4,6.9
304,3509,101546,5.1,10.8
304,3510,146721,4.4,5.6
304,3511,146179,6.9,23.6
304,3601,101549,3.9,5.9
304,3602,131418,4.7,12.8
304,3603,131916,4,3.9
304,3605,130095,5.3,10.8
304,4000,140862,3.7,9.7
304,4001,141019,8.5,27.2
304,4003,143718,4.9,12
304,4006,138457,6.5,17.3
304,4033,133724,7.1,24.5
304,5200,142718,6.4,19.2
304,5201,141154,5,10.9
304,5202,101554,5.4,16.4
304,5203,101555,3.7,8
304,5204,101556,4.8,18.1
304,5400,136656,6,16.9
304,5402,137685,6.6,19.6
304,5403,138609,7.1,19.5
304,5404,137994,7.9,24.8
304,5405,138610,6,17.6
304,5406,142560,5.9,16.3
304,5407,101564,8.8,27.9
304,5410,139319,7.8,27.4
304,5949,101574,6.6,21.9
304,6905,134226,8.1,26.5
304,6906,135600,4.9,12.2
304,6907,135973,9.9,35.1
304,7000,140796,11.9,27.6
304,7001,143731,6.6,18.3
304,7005,101581,5.6,16
304,7006,144053,6.5,20.7
304,7009,146212,15.7,49.6
305,2000,140080,5.2,10.9
305,2001,140451,4.4,11.2
305,2002,137216,3.4,5.4
305,2003,144287,3.8,5.8
305,2004,145204,6.4,14.1
305,2006,141784,4.5,6.1
305,2008,142299,4.6,9.3
305,2009,139639,5.9,16.3
305,2010,142298,5.1,11.6
305,2011,137035,4.9,11.5
305,2012,142301,5.3,14.2
305,2014,142584,5.1,12.4
305,2016,139678,4.6,11.5
305,2017,137069,3.9,7.7
305,2018,137070,4.4,8.7
305,2022,101601,6.3,17.4
305,2023,139966,6.2,16.5
305,2024,137242,4.2,5.4
305,2026,143110,5.7,15.5
305,2027,140648,6.9,23.5
305,2028,142233,7.3,23.1
305,2029,140533,6,17.1
305,2031,140934,3.5,5.5
305,2034,142694,5.8,11.5
305,2035,140936,4.7,12
305,2036,140999,4,8.2
305,2038,138611,3.9,5.8
305,2039,142697,5.2,14
305,2040,137032,5.4,14.1
305,2041,149534,4.7,8.5
305,2042,140449,5,11.7
305,2046,142721,6,17.6
305,2053,142743,4.8,11.6
305,2056,136915,4,6.2
305,2057,141117,4.8,11.6
305,2059,141352,5.9,17.9
305,2062,143774,4.3,11.5
305,2064,141291,8.3,27
305,2065,142033,4.1,7.7
305,2066,141613,5.8,17.9
305,2067,142403,5.5,15.5
305,2068,142897,4.2,8.7
305,2069,101635,4.7,10.2
305,2070,143426,6.5,18.8
305,2071,140752,4.7,11.4
305,2072,142234,7.6,23.2
305,2074,143033,3.8,4.7
305,2075,144504,4.7,13
305,2079,140448,4.5,9.7
305,2080,101641,6.7,19.8
305,2082,145585,4.6,8.3
305,2084,140450,7.7,24.6
305,3000,140729,5.6,16.6
305,3001,139984,5.1,12.9
305,3002,143097,4.4,8.1
305,3003,142300,4.9,10.7
305,3004,141896,7.1,20.4
305,3005,146842,6.3,22.2
305,3300,141567,4,7.4
305,3301,141529,3.9,4.3
305,3500,141566,5.1,14
305,3501,141481,4.4,9.6
305,3503,141482,3.1,4.9
305,3504,144549,4.2,7.8
305,3505,141158,5.1,14.6
305,3507,137958,2.9,1.1
305,3508,145073,4.9,12.1
305,3510,137244,5.8,15.5
305,4000,137121,6.6,19.1
305,4002,137379,6,14.6
305,4003,143427,8.9,25
305,4004,144465,10.2,30
305,4005,145868,6.3,15.2
305,4604,136466,11.5,36.2
305,5200,137683,4.2,7.8
305,5201,141907,4.5,9.5
305,5202,141535,3.6,5.3
305,5203,140082,3.3,4.4
305,5204,140257,3.5,5.3
305,5205,136920,4.5,9
305,5206,140088,5,14.6
305,5207,137930,4.7,9.5
305,5400,136709,7.1,19.9
305,5401,136464,9.1,24.4
305,5402,136586,5.6,11.1
305,5403,136517,6.8,17.3
305,5405,136551,5,15
305,5406,136281,14.4,41
305,5407,136644,7,16.5
305,5408,136467,8,21.6
305,5409,136545,10,31.2
305,5410,101676,4.2,4.7
305,5412,137006,7.2,17.2
305,5413,136540,9.6,31.8
305,5418,136355,6.9,17.9
305,5950,144893,7.2,18.9
305,7001,141989,30.8,67.4
305,7005,101697,12.8,43.7
305,7012,135232,12.1,39.1
306,2003,101712,6,19.1
306,2004,146390,4.7,11.2
306,2008,137195,6.4,16.5
306,2012,101720,5,12.2
306,2013,137114,5.8,15.3
306,2014,101721,7,20.8
306,2015,138502,5.4,16.4
306,2016,139393,6.9,19.8
306,2019,136714,5.4,14
306,2020,101725,5.7,17.2
306,2025,146225,6.1,21
306,2031,139640,5.2,11.1
306,2033,101733,6.8,23.3
306,2034,139905,5.2,12.8
306,2036,140045,6.7,23
306,2040,140208,4.4,9.2
306,2043,144065,4.6,9.4
306,2045,140209,13,39.2
306,2047,136565,5.6,17.6
306,2048,136564,6.7,17.7
306,2050,101745,3.8,8.5
306,2051,101746,8.1,31.4
306,2055,143178,6.4,20.8
306,2057,140704,4.8,9.6
306,2058,148682,5.9,15
306,2061,140395,5.4,15.3
306,2062,101756,4.3,9.4
306,2064,140434,6.7,23.1
306,2065,101758,2.9,3.2
306,2066,140435,5.3,15
306,2067,101759,4.4,7.9
306,2068,101760,4.4,6.3
306,2073,140674,4.5,10.1
306,2076,144382,4.2,7.9
306,2081,140683,5.8,18.7
306,2082,140840,6.4,22.6
306,2083,148971,6.1,16.4
306,2084,101773,4.4,9.4
306,2085,140841,6.2,20.8
306,2086,146134,6.6,19
306,2087,140967,6.8,26.8
306,2088,141118,5.8,18.9
306,2090,101776,6.3,19.2
306,2091,141119,5.3,15.2
306,2093,101778,5.4,15.1
306,2094,101779,4,6.5
306,2095,141120,5.9,22.4
306,2097,142226,3.8,6.9
306,2098,101781,3.9,7.4
306,2100,142610,6.9,21.1
306,2102,101783,4.3,9
306,2103,140717,6.2,17.5
306,2104,142861,5.1,13.6
306,2105,101785,6,18.6
306,2107,130915,4.3,9.7
306,2109,140113,5.1,13.6
306,2111,138687,4.9,13.2
306,2114,144626,4.7,9.6
306,2115,145131,6.4,18.9
306,2116,146543,6.8,21.4
306,2117,147971,5,12.9
306,2119,148352,5.7,16
306,3000,101787,7.4,28.1
306,3003,101788,3.8,7
306,3006,149113,6.6,22.7
306,3007,149114,6.5,25
306,3008,138335,4.9,15.4
306,3300,101792,5,11
306,3301,101793,5.4,13.6
306,3400,142587,4,9.4
306,3401,101795,4.8,11.6
306,3403,138612,4,7.3
306,3404,101797,4.3,9.4
306,3406,142246,3.3,5.8
306,3408,101800,4.6,10.3
306,3409,142729,3.6,4.1
306,3411,142731,3.4,6.9
306,3412,101803,6.5,14.3
306,3415,146724,6.5,20.7
306,3416,146137,7.5,23.3
306,3417,139094,5.6,16.1
306,3418,148223,5,11.6
306,3419,136566,5.7,15
306,3420,142379,6.7,23.8
306,4002,140952,7.3,23.5
306,4003,141210,8.7,27.1
306,4004,142040,9.2,26
306,4007,143846,9.4,29.7
306,4012,145875,7.4,22
306,4014,147832,8.7,26.8
306,4016,150055,7.6,21.3
306,4031,138187,10.1,30.3
306,4600,101811,8.7,25.5
306,4702,101814,6.1,19.7
306,5200,101815,4.7,11.9
306,5201,137959,4.4,6.7
306,5202,140517,4.5,7.5
306,5400,138178,8,21.1
306,5402,138221,5.5,12.8
306,5403,101821,9.2,30.4
306,5405,149347,8.3,31
306,5406,137754,10.3,39.9
306,5407,137772,9.9,33.8
306,5950,148768,9.9,35.1
306,5951,148772,28.7,76.5
306,6900,101849,7.1,21.8
306,6905,135249,8,25.4
306,6906,135311,5.7,16.1
306,6907,135654,8.9,24.5
306,6908,135955,7.3,19.1
306,6909,135968,9.7,29.6
306,6910,136203,9.9,30.9
306,7000,101851,8.3,24.9
306,7001,101852,15.6,51.6
306,7002,147874,7.8,26.1
306,7004,145591,16,52.2
306,7005,101854,11.6,40.9
306,7006,101855,10.1,35.6
306,7008,101856,9.7,27.3
307,2000,137569,3.8,5.7
307,2001,139699,4.9,9.7
307,2003,140963,5.5,14.8
307,2004,142110,5,16.7
307,2006,101867,7,24.4
307,2010,143118,9.3,31.8
307,2011,145406,5.2,17.4
307,2022,101868,6.5,21.7
307,2033,101869,6.7,17.7
307,2046,101870,4.3,7.9
307,2058,101873,5.6,17.2
307,2059,101874,5.4,15.9
307,2067,101875,6.3,19.1
307,2071,101876,5.8,16.2
307,2076,101877,5.6,13.4
307,2083,101878,6.5,21.6
307,2088,101879,5.5,13.3
307,2092,101880,6.2,18.7
307,2094,101881,7.3,28.6
307,2115,101884,5.6,17.4
307,2121,101885,5.9,17.7
307,2125,101886,4.6,9.1
307,2150,101887,5.2,16.3
307,2151,101888,5,15.4
307,2153,101889,9.3,28.5
307,2154,101890,4,7.1
307,2161,101891,5.5,16.5
307,2162,101892,5.2,19.3
307,2163,101893,4.6,12.8
307,2164,101894,5.6,17.8
307,2165,101895,5.3,15.8
307,2166,101896,5,8.8
307,2167,101897,3.5,5
307,2168,101898,5.9,15
307,2169,101899,5.9,16.8
307,2170,101900,5.3,13.3
307,2171,101901,4.8,8.7
307,2172,101902,6.8,20.9
307,2173,101903,5.5,13.1
307,2174,101904,4.1,5.8
307,2175,101905,4.7,10.5
307,2176,101906,5.5,18.4
307,2177,101907,5.2,14.2
307,2178,101908,6.4,17
307,2179,101909,5.1,14.9
307,2180,101910,5.2,16.2
307,2181,101911,6.5,16.7
307,2182,101912,4.6,9.3
307,2183,101913,5.2,15.3
307,2185,139488,6.1,16
307,2186,101916,4.2,8.3
307,2187,131144,6,19.3
307,3500,101919,4,7.1
307,3503,101920,4.8,9.3
307,3504,101921,5.5,15.8
307,3505,101922,3.8,7.1
307,3506,101923,5.2,14.7
307,3507,101924,5.3,13.2
307,3508,101925,5,12.8
307,3509,101926,4.2,7.8
307,3510,101927,4.1,7
307,3511,134217,5.5,14.4
307,3512,135482,5.5,13.9
307,3513,136445,4,7.6
307,4000,139725,6.8,19.5
307,4001,142654,6.9,18.6
307,4002,145724,5.4,13.1
307,4007,146318,8.9,27.7
307,4008,147863,6.4,17
307,4020,101928,6.2,16.2
307,4030,145348,5.5,12.8
307,4031,137729,5.5,14.5
307,4036,131310,6,14.6
307,4602,137546,6,17.6
307,4603,101934,5.4,11.5
307,5200,136737,5.4,13.9
307,5400,101939,9.1,25.3
307,5401,101940,8.2,26.7
307,5402,101941,8,23.2
307,5403,137221,6.6,16.1
307,5404,101943,13.2,41.4
307,6905,134369,8.4,27
307,7005,101965,10.3,34.8
307,7007,101966,7.6,22.2
307,7010,101968,11.9,40.6
307,7012,101969,15.5,52.9
307,7013,101970,6.7,20.2
307,7014,101971,13.6,39.2
308,2000,136952,5.1,11.7
308,2009,101981,6.7,22.5
308,2010,145201,5,12.3
308,2011,101983,5.7,15.5
308,2012,101984,6.7,18.4
308,2013,138203,4.9,12
308,2016,138381,4.7,8.8
308,2017,141017,5.8,19.3
308,2022,145955,7.8,32.2
308,2023,146728,7.4,26.7
308,2025,101988,7.6,26.4
308,2028,101989,5.4,13.4
308,2029,146935,5.1,12.7
308,2030,146862,5.6,17.2
308,2032,101992,6.1,21.2
308,2033,101993,5.4,13.9
308,2036,101994,4.6,8.9
308,2038,143198,6,17.3
308,2039,101996,5.4,12.9
308,2040,101997,5.4,14.4
308,2042,101998,6.6,17.8
308,2048,150114,5.1,14.3
308,2053,102002,7,22.6
308,2055,102003,4.7,10.5
308,2056,102004,4.7,8.6
308,2061,102005,7.2,19.8
308,2062,102006,6.4,18.2
308,2063,146868,4.6,6.3
308,2072,145984,6,20.1
308,2073,146900,5.5,15.2
308,2074,102014,6,16.5
308,2075,143199,4.6,11.7
308,2076,145207,4.1,6.9
308,2077,145968,5.5,15.7
308,2079,145522,5.9,18.2
308,2080,145985,6.3,18.3
308,2081,143201,5.2,11.8
308,2082,102022,6.1,18.8
308,2083,146882,5.6,16.4
308,2084,102024,5.7,14.6
308,2085,102025,4.4,8.9
308,2086,146946,4.8,11
308,2089,131657,5.2,17.3
308,2090,131407,6.7,16.4
308,2092,132203,4.8,12.5
308,2093,145986,6.6,22.7
308,2094,134307,9.2,33.7
308,3302,102026,5.5,12
308,3303,102027,6.7,20.9
308,3304,102028,4.5,8.8
308,3307,102029,3.5,5.4
308,3308,102030,3.9,8.8
308,3309,102031,4.5,9.3
308,3310,102032,5.8,18.1
308,3311,102033,5.9,14.9
308,3312,102034,3.8,7.8
308,3313,102035,3.6,7.2
308,3500,102036,5.1,11.7
308,3501,102037,5.1,13.9
308,3502,102038,5.3,14.3
308,3503,102039,4.7,9.1
308,3504,102040,5.4,10.7
308,3505,102041,5.1,11.3
308,3506,146663,3.8,4.5
308,3507,143200,7.5,29.4
308,3508,143202,7.3,23.1
308,4000,139599,7.2,21.1
308,4001,139815,6.3,18.4
308,4002,142874,4.3,9.6
308,4003,143924,6,15.1
308,4004,147536,8.2,28.2
308,4007,143197,7.8,24.6
308,4015,136327,7.9,23.6
308,4026,102045,8.3,24.9
308,4029,142727,8,26.1
308,4030,102048,7.4,24
308,4037,102049,9.7,31.7
308,4038,144084,10.7,36.4
308,4043,132256,6.6,17.7
308,4702,102052,10.8,37.1
308,4706,102053,5,12.2
308,5200,102054,4.8,14.8
308,5400,102055,3.5,3.7
308,5401,102056,8.5,29.7
308,5403,102058,6.2,18.1
308,5404,137094,6.1,18.6
308,6905,134311,9.4,33.2
308,6906,135958,7.7,26
308,6907,136147,9.5,29.6
308,7000,102066,12.6,35.3
308,7001,145232,22.6,64.9
308,7002,102067,11.2,34.1
308,7003,149100,32.8,69.4
308,7005,102069,9.3,34
308,7007,102070,19.2,59.3
308,7008,130958,9.9,31.5
309,2002,102078,6.5,17.3
309,2003,102079,4.5,8.1
309,2004,102080,5.5,12.5
309,2005,102081,4.8,11.4
309,2008,102084,5.7,15.2
309,2009,102085,4.6,10.2
309,2011,136808,3.5,2.8
309,2012,141209,4.9,11.8
309,2015,102087,6.9,20.1
309,2016,138446,3.3,5.2
309,2020,102091,6.9,23.1
309,2021,138447,4.4,10
309,2022,102092,5,10.3
309,2025,102094,5.8,17.6
309,2028,138588,5.3,13.5
309,2029,102097,4.5,7.8
309,2030,138589,2.7,4.1
309,2031,102098,4.5,9.5
309,2037,139240,5.7,22
309,2041,102106,4.9,15.8
309,2042,102107,7.2,20.6
309,2045,102110,3.6,7.9
309,2046,102111,3.5,6.5
309,2051,102115,5.3,19.2
309,2057,102120,5.7,15.1
309,2058,102121,5,9.6
309,2062,102124,6,19.8
309,2063,102125,7.8,25.3
309,2065,102127,6.5,24.1
309,2072,102128,4,6
309,2075,102129,5.6,14.1
309,2076,102130,4.6,9.9
309,2077,102131,5,12.2
309,2078,130358,6.4,21.5
309,2079,131096,5.9,12.9
309,2080,131478,6.2,21.8
309,2082,131595,7.4,23.8
309,2083,131731,5.9,22.1
309,2084,131879,8.4,28.5
309,2085,131871,4.7,10.6
309,2088,132253,8.1,29.8
309,3000,102132,5.2,14.5
309,3001,133707,6,16.8
309,3300,139176,6.7,27.9
309,3302,102135,4.5,8.4
309,3303,102136,4.3,8.1
309,3304,139169,6,19.8
309,3306,102139,6,19.5
309,3307,139175,7.5,27.1
309,3308,139177,5.1,19.8
309,3500,102142,5.4,12.5
309,3501,102143,4.6,13.2
309,3502,102144,6.6,24.3
309,3503,102145,4.5,13.8
309,3504,102146,5.2,11.4
309,3505,102147,5.1,13.7
309,3506,102148,6.1,16.7
309,3507,102149,4.8,13.2
309,3508,102150,5.2,13.7
309,3509,102151,5.1,16
309,3510,102152,5.6,20.2
309,3511,134680,5.7,14.7
309,3512,134681,5.2,11.7
309,4000,140935,7.3,22.4
309,4029,102153,9.9,34.1
309,4030,102154,6.9,16.6
309,4031,144900,9,29.3
309,4032,102156,7.9,23.7
309,4033,102157,9.8,34.1
309,4034,137745,6.5,18.1
309,4036,137531,5.7,12.5
309,4037,131757,6.1,14.9
309,4703,139362,5,10.7
309,4705,139616,10.7,34.6
309,6905,133386,9.5,29.8
309,7000,102175,9.8,32.3
309,7001,102176,19.2,63.2
309,7003,145917,10.6,26.7
309,7005,102177,9,36.2
309,7006,102178,10.1,28.8
309,7008,135534,8.1,22.7
310,2001,140657,5,9.8
310,2002,142904,4.7,10.8
310,2004,143925,7.5,26.2
310,2005,144883,6,19.5
310,2006,145142,3.7,3.6
310,2007,146782,5.8,16.1
310,2045,102181,5,12
310,2049,141071,9.2,30.8
310,2050,102185,5,12.8
310,2051,102186,4.4,10.2
310,2052,102187,4.4,8.9
310,2053,102188,5.7,17.3
310,2055,102189,6.3,20.2
310,2059,102193,5.3,14.1
310,2061,146750,3.4,5.7
310,2066,102199,6.4,22
310,2071,102202,5.8,17.5
310,2072,141054,5.2,9.9
310,2073,102204,4.5,9.8
310,2076,102207,4.6,9.5
310,2079,102209,5.3,14.8
310,2082,102211,5.9,16.9
310,2083,102212,5.2,14.1
310,2084,102213,4,7.7
310,2085,102214,4.9,12.5
310,2086,102215,7.5,26.7
310,2087,102216,4.1,8.6
310,2096,102222,5.6,12.2
310,2097,102223,4.4,12.4
310,2098,102224,5.5,15.1
310,2101,131316,5.3,13.7
310,3500,142558,4.5,9.3
310,3501,102230,4.7,8.7
310,3504,102231,4.9,11
310,3505,146178,4,5.8
310,3507,146246,4.4,9.1
310,3508,146176,4.7,9.6
310,3511,134929,7.6,27.8
310,3512,131577,4.2,8.5
310,3513,138688,3.9,6.5
310,3514,135211,7.6,26
310,4000,138227,3.8,6.8
310,4001,142864,5.9,14.7
310,4020,137204,7.6,22.2
310,4021,137075,7.8,27.9
310,4022,137199,9.9,35.3
310,4024,137028,6.4,17.4
310,4026,102239,5.3,13.5
310,4027,137198,7.6,23.2
310,4032,137178,6.7,21.3
310,4033,137177,8.1,23.8
310,4700,146245,8.4,27.2
310,5400,138458,5.7,15
310,7002,102260,12.2,31.3
310,7004,140122,7.8,22.1
310,7005,133317,19.3,47.3
310,7006,133316,10.5,35.8
311,2000,139406,4.9,11.9
311,2003,102268,5.8,15.7
311,2004,140022,5.2,14
311,2005,102269,5.9,14.9
311,2006,149451,4.5,8.9
311,2007,149452,5.2,14.2
311,2008,102272,5.3,14.7
311,2009,143216,5.6,16.2
311,2012,140818,6.6,20
311,2014,102276,5.4,14.8
311,2015,146136,4.7,11.8
311,2016,141173,5.4,15.7
311,2017,102278,4.7,9.6
311,2019,102280,6.9,22.3
311,2020,141549,4.5,10.4
311,2022,144590,5.2,12.4
311,2023,144589,5,10.9
311,2024,102283,4.6,8.9
311,2025,144596,4.2,7.6
311,2026,102285,6.3,20.2
311,2031,142885,5.2,14.4
311,2032,145111,5.1,14.3
311,2036,142966,6.5,23.2
311,2038,102291,5.3,14.7
311,2041,102294,5.6,15.7
311,2042,102295,5.6,14.3
311,2055,102299,6.8,20.8
311,2060,141299,4.9,14.1
311,2061,102303,4.5,11.4
311,2062,102304,5.1,15.5
311,2066,138944,3.6,4.3
311,2067,138943,3.7,6
311,2069,102308,3.5,4.9
311,2070,102309,3.8,6.5
311,2073,102312,4.2,8.2
